,id_x,matchid,player,championid,ss1,ss2,role,position,id_y,gameid,platformid,queueid,seasonid,duration,creation,version,id,win,item1,item2,item3,item4,item5,item6,trinket,kills,deaths,assists,largestkillingspree,largestmultikill,killingsprees,longesttimespentliving,doublekills,triplekills,quadrakills,pentakills,legendarykills,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,largestcrit,totdmgtochamp,magicdmgtochamp,physdmgtochamp,truedmgtochamp,totheal,totunitshealed,dmgselfmit,dmgtoobj,dmgtoturrets,visionscore,timecc,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,goldearned,goldspent,turretkills,inhibkills,totminionskilled,neutralminionskilled,ownjunglekills,enemyjunglekills,totcctimedealt,champlvl,pinksbought,wardsbought,wardsplaced,wardskilled,firstblood
0,9,10,1,19,4,11,NONE,JUNGLE,10,3187427022,EUW1,420,8,1909,1495068946860,7.10.187.9675,10,0,2301,3111,3190,3107,0,0,3364,0,2,12,0,0,0,1116,0,0,0,0,0,25995,17633,6295,2066,0,8478,6684,977,816,11707,5,9402,1943,1852,30,0,17769,7945,7688,2136,9496,7975,1,0,17,1,1,0,211,14,1,0,17,3,0
1,10,10,2,267,3,4,DUO_SUPPORT,BOT,10,3187427022,EUW1,420,8,1909,1495068946860,7.10.187.9675,10,0,2301,3111,3190,3107,0,0,3364,0,2,12,0,0,0,1116,0,0,0,0,0,25995,17633,6295,2066,0,8478,6684,977,816,11707,5,9402,1943,1852,30,0,17769,7945,7688,2136,9496,7975,1,0,17,1,1,0,211,14,1,0,17,3,0
2,11,10,3,119,7,4,DUO_CARRY,BOT,10,3187427022,EUW1,420,8,1909,1495068946860,7.10.187.9675,10,0,2301,3111,3190,3107,0,0,3364,0,2,12,0,0,0,1116,0,0,0,0,0,25995,17633,6295,2066,0,8478,6684,977,816,11707,5,9402,1943,1852,30,0,17769,7945,7688,2136,9496,7975,1,0,17,1,1,0,211,14,1,0,17,3,0
3,12,10,4,114,12,4,SOLO,TOP,10,3187427022,EUW1,420,8,1909,1495068946860,7.10.187.9675,10,0,2301,3111,3190,3107,0,0,3364,0,2,12,0,0,0,1116,0,0,0,0,0,25995,17633,6295,2066,0,8478,6684,977,816,11707,5,9402,1943,1852,30,0,17769,7945,7688,2136,9496,7975,1,0,17,1,1,0,211,14,1,0,17,3,0
4,13,10,5,112,4,3,SOLO,MID,10,3187427022,EUW1,420,8,1909,1495068946860,7.10.187.9675,10,0,2301,3111,3190,3107,0,0,3364,0,2,12,0,0,0,1116,0,0,0,0,0,25995,17633,6295,2066,0,8478,6684,977,816,11707,5,9402,1943,1852,30,0,17769,7945,7688,2136,9496,7975,1,0,17,1,1,0,211,14,1,0,17,3,0
5,14,10,6,72,11,4,NONE,JUNGLE,10,3187427022,EUW1,420,8,1909,1495068946860,7.10.187.9675,10,0,2301,3111,3190,3107,0,0,3364,0,2,12,0,0,0,1116,0,0,0,0,0,25995,17633,6295,2066,0,8478,6684,977,816,11707,5,9402,1943,1852,30,0,17769,7945,7688,2136,9496,7975,1,0,17,1,1,0,211,14,1,0,17,3,0
6,15,10,7,3,4,12,SOLO,TOP,10,3187427022,EUW1,420,8,1909,1495068946860,7.10.187.9675,10,0,2301,3111,3190,3107,0,0,3364,0,2,12,0,0,0,1116,0,0,0,0,0,25995,17633,6295,2066,0,8478,6684,977,816,11707,5,9402,1943,1852,30,0,17769,7945,7688,2136,9496,7975,1,0,17,1,1,0,211,14,1,0,17,3,0
7,16,10,8,103,14,4,SOLO,MID,10,3187427022,EUW1,420,8,1909,1495068946860,7.10.187.9675,10,0,2301,3111,3190,3107,0,0,3364,0,2,12,0,0,0,1116,0,0,0,0,0,25995,17633,6295,2066,0,8478,6684,977,816,11707,5,9402,1943,1852,30,0,17769,7945,7688,2136,9496,7975,1,0,17,1,1,0,211,14,1,0,17,3,0
8,17,10,9,222,7,4,DUO_CARRY,BOT,10,3187427022,EUW1,420,8,1909,1495068946860,7.10.187.9675,10,0,2301,3111,3190,3107,0,0,3364,0,2,12,0,0,0,1116,0,0,0,0,0,25995,17633,6295,2066,0,8478,6684,977,816,11707,5,9402,1943,1852,30,0,17769,7945,7688,2136,9496,7975,1,0,17,1,1,0,211,14,1,0,17,3,0
9,18,10,10,161,14,4,DUO_SUPPORT,BOT,10,3187427022,EUW1,420,8,1909,1495068946860,7.10.187.9675,10,0,2301,3111,3190,3107,0,0,3364,0,2,12,0,0,0,1116,0,0,0,0,0,25995,17633,6295,2066,0,8478,6684,977,816,11707,5,9402,1943,1852,30,0,17769,7945,7688,2136,9496,7975,1,0,17,1,1,0,211,14,1,0,17,3,0
10,19,11,1,115,3,4,DUO_SUPPORT,BOT,11,3187425281,EUW1,420,8,1693,1495066760778,7.10.187.9675,11,0,1055,3072,3006,3031,3046,1036,3340,7,8,5,5,2,1,584,2,0,0,0,0,171568,1725,169576,266,1042,14425,331,14070,24,2283,2,16612,5094,2128,26,0,25627,12538,11094,1993,13136,11775,0,0,205,3,1,2,182,14,1,0,13,5,0
11,20,11,2,69,4,7,DUO_CARRY,BOT,11,3187425281,EUW1,420,8,1693,1495066760778,7.10.187.9675,11,0,1055,3072,3006,3031,3046,1036,3340,7,8,5,5,2,1,584,2,0,0,0,0,171568,1725,169576,266,1042,14425,331,14070,24,2283,2,16612,5094,2128,26,0,25627,12538,11094,1993,13136,11775,0,0,205,3,1,2,182,14,1,0,13,5,0
12,21,11,3,157,14,4,SOLO,MID,11,3187425281,EUW1,420,8,1693,1495066760778,7.10.187.9675,11,0,1055,3072,3006,3031,3046,1036,3340,7,8,5,5,2,1,584,2,0,0,0,0,171568,1725,169576,266,1042,14425,331,14070,24,2283,2,16612,5094,2128,26,0,25627,12538,11094,1993,13136,11775,0,0,205,3,1,2,182,14,1,0,13,5,0
13,22,11,4,4,4,12,SOLO,TOP,11,3187425281,EUW1,420,8,1693,1495066760778,7.10.187.9675,11,0,1055,3072,3006,3031,3046,1036,3340,7,8,5,5,2,1,584,2,0,0,0,0,171568,1725,169576,266,1042,14425,331,14070,24,2283,2,16612,5094,2128,26,0,25627,12538,11094,1993,13136,11775,0,0,205,3,1,2,182,14,1,0,13,5,0
14,23,11,5,28,4,11,NONE,JUNGLE,11,3187425281,EUW1,420,8,1693,1495066760778,7.10.187.9675,11,0,1055,3072,3006,3031,3046,1036,3340,7,8,5,5,2,1,584,2,0,0,0,0,171568,1725,169576,266,1042,14425,331,14070,24,2283,2,16612,5094,2128,26,0,25627,12538,11094,1993,13136,11775,0,0,205,3,1,2,182,14,1,0,13,5,0
15,24,11,6,51,7,4,DUO_CARRY,BOT,11,3187425281,EUW1,420,8,1693,1495066760778,7.10.187.9675,11,0,1055,3072,3006,3031,3046,1036,3340,7,8,5,5,2,1,584,2,0,0,0,0,171568,1725,169576,266,1042,14425,331,14070,24,2283,2,16612,5094,2128,26,0,25627,12538,11094,1993,13136,11775,0,0,205,3,1,2,182,14,1,0,13,5,0
16,25,11,7,62,14,4,SOLO,TOP,11,3187425281,EUW1,420,8,1693,1495066760778,7.10.187.9675,11,0,1055,3072,3006,3031,3046,1036,3340,7,8,5,5,2,1,584,2,0,0,0,0,171568,1725,169576,266,1042,14425,331,14070,24,2283,2,16612,5094,2128,26,0,25627,12538,11094,1993,13136,11775,0,0,205,3,1,2,182,14,1,0,13,5,0
17,26,11,8,134,4,1,SOLO,MID,11,3187425281,EUW1,420,8,1693,1495066760778,7.10.187.9675,11,0,1055,3072,3006,3031,3046,1036,3340,7,8,5,5,2,1,584,2,0,0,0,0,171568,1725,169576,266,1042,14425,331,14070,24,2283,2,16612,5094,2128,26,0,25627,12538,11094,1993,13136,11775,0,0,205,3,1,2,182,14,1,0,13,5,0
18,27,11,9,43,14,4,DUO_SUPPORT,BOT,11,3187425281,EUW1,420,8,1693,1495066760778,7.10.187.9675,11,0,1055,3072,3006,3031,3046,1036,3340,7,8,5,5,2,1,584,2,0,0,0,0,171568,1725,169576,266,1042,14425,331,14070,24,2283,2,16612,5094,2128,26,0,25627,12538,11094,1993,13136,11775,0,0,205,3,1,2,182,14,1,0,13,5,0
19,28,11,10,19,4,11,NONE,JUNGLE,11,3187425281,EUW1,420,8,1693,1495066760778,7.10.187.9675,11,0,1055,3072,3006,3031,3046,1036,3340,7,8,5,5,2,1,584,2,0,0,0,0,171568,1725,169576,266,1042,14425,331,14070,24,2283,2,16612,5094,2128,26,0,25627,12538,11094,1993,13136,11775,0,0,205,3,1,2,182,14,1,0,13,5,0
20,29,12,1,119,4,7,DUO_CARRY,BOT,12,3187269801,EUW1,420,8,1482,1495053375889,7.10.187.9675,12,0,1029,3078,3156,1001,3053,0,3340,5,11,2,2,1,1,300,0,0,0,0,0,113721,989,109563,3168,455,15267,296,11802,3168,4252,1,27174,8263,8263,5,0,31705,10280,19506,1918,11006,10683,3,0,164,6,6,0,106,15,0,0,3,0,0
21,30,12,2,40,3,4,DUO_SUPPORT,BOT,12,3187269801,EUW1,420,8,1482,1495053375889,7.10.187.9675,12,0,1029,3078,3156,1001,3053,0,3340,5,11,2,2,1,1,300,0,0,0,0,0,113721,989,109563,3168,455,15267,296,11802,3168,4252,1,27174,8263,8263,5,0,31705,10280,19506,1918,11006,10683,3,0,164,6,6,0,106,15,0,0,3,0,0
22,31,12,3,99,4,21,SOLO,MID,12,3187269801,EUW1,420,8,1482,1495053375889,7.10.187.9675,12,0,1029,3078,3156,1001,3053,0,3340,5,11,2,2,1,1,300,0,0,0,0,0,113721,989,109563,3168,455,15267,296,11802,3168,4252,1,27174,8263,8263,5,0,31705,10280,19506,1918,11006,10683,3,0,164,6,6,0,106,15,0,0,3,0,0
23,32,12,4,32,4,11,NONE,JUNGLE,12,3187269801,EUW1,420,8,1482,1495053375889,7.10.187.9675,12,0,1029,3078,3156,1001,3053,0,3340,5,11,2,2,1,1,300,0,0,0,0,0,113721,989,109563,3168,455,15267,296,11802,3168,4252,1,27174,8263,8263,5,0,31705,10280,19506,1918,11006,10683,3,0,164,6,6,0,106,15,0,0,3,0,0
24,33,12,5,67,12,4,SOLO,TOP,12,3187269801,EUW1,420,8,1482,1495053375889,7.10.187.9675,12,0,1029,3078,3156,1001,3053,0,3340,5,11,2,2,1,1,300,0,0,0,0,0,113721,989,109563,3168,455,15267,296,11802,3168,4252,1,27174,8263,8263,5,0,31705,10280,19506,1918,11006,10683,3,0,164,6,6,0,106,15,0,0,3,0,0
25,34,12,6,103,14,4,SOLO,MID,12,3187269801,EUW1,420,8,1482,1495053375889,7.10.187.9675,12,0,1029,3078,3156,1001,3053,0,3340,5,11,2,2,1,1,300,0,0,0,0,0,113721,989,109563,3168,455,15267,296,11802,3168,4252,1,27174,8263,8263,5,0,31705,10280,19506,1918,11006,10683,3,0,164,6,6,0,106,15,0,0,3,0,0
26,35,12,7,254,11,4,NONE,JUNGLE,12,3187269801,EUW1,420,8,1482,1495053375889,7.10.187.9675,12,0,1029,3078,3156,1001,3053,0,3340,5,11,2,2,1,1,300,0,0,0,0,0,113721,989,109563,3168,455,15267,296,11802,3168,4252,1,27174,8263,8263,5,0,31705,10280,19506,1918,11006,10683,3,0,164,6,6,0,106,15,0,0,3,0,0
27,36,12,8,51,4,12,SOLO,TOP,12,3187269801,EUW1,420,8,1482,1495053375889,7.10.187.9675,12,0,1029,3078,3156,1001,3053,0,3340,5,11,2,2,1,1,300,0,0,0,0,0,113721,989,109563,3168,455,15267,296,11802,3168,4252,1,27174,8263,8263,5,0,31705,10280,19506,1918,11006,10683,3,0,164,6,6,0,106,15,0,0,3,0,0
28,37,12,9,267,3,4,DUO_SUPPORT,BOT,12,3187269801,EUW1,420,8,1482,1495053375889,7.10.187.9675,12,0,1029,3078,3156,1001,3053,0,3340,5,11,2,2,1,1,300,0,0,0,0,0,113721,989,109563,3168,455,15267,296,11802,3168,4252,1,27174,8263,8263,5,0,31705,10280,19506,1918,11006,10683,3,0,164,6,6,0,106,15,0,0,3,0,0
29,38,12,10,29,4,7,DUO_CARRY,BOT,12,3187269801,EUW1,420,8,1482,1495053375889,7.10.187.9675,12,0,1029,3078,3156,1001,3053,0,3340,5,11,2,2,1,1,300,0,0,0,0,0,113721,989,109563,3168,455,15267,296,11802,3168,4252,1,27174,8263,8263,5,0,31705,10280,19506,1918,11006,10683,3,0,164,6,6,0,106,15,0,0,3,0,0
30,39,13,1,7,14,4,SOLO,MID,13,3187252065,EUW1,420,8,1954,1495050993613,7.10.187.9675,13,0,3020,1058,3198,3102,1052,1026,3340,2,8,2,0,1,0,504,0,0,0,0,0,185302,166671,16867,1763,0,18229,17925,28,275,1525,1,14616,3801,1724,15,0,20585,6850,11119,2615,11439,10485,1,0,235,4,3,1,159,15,0,0,10,0,0
31,40,13,2,222,4,7,DUO,BOT,13,3187252065,EUW1,420,8,1954,1495050993613,7.10.187.9675,13,0,3020,1058,3198,3102,1052,1026,3340,2,8,2,0,1,0,504,0,0,0,0,0,185302,166671,16867,1763,0,18229,17925,28,275,1525,1,14616,3801,1724,15,0,20585,6850,11119,2615,11439,10485,1,0,235,4,3,1,159,15,0,0,10,0,0
32,41,13,3,19,4,11,NONE,JUNGLE,13,3187252065,EUW1,420,8,1954,1495050993613,7.10.187.9675,13,0,3020,1058,3198,3102,1052,1026,3340,2,8,2,0,1,0,504,0,0,0,0,0,185302,166671,16867,1763,0,18229,17925,28,275,1525,1,14616,3801,1724,15,0,20585,6850,11119,2615,11439,10485,1,0,235,4,3,1,159,15,0,0,10,0,0
33,42,13,4,78,12,4,SOLO,TOP,13,3187252065,EUW1,420,8,1954,1495050993613,7.10.187.9675,13,0,3020,1058,3198,3102,1052,1026,3340,2,8,2,0,1,0,504,0,0,0,0,0,185302,166671,16867,1763,0,18229,17925,28,275,1525,1,14616,3801,1724,15,0,20585,6850,11119,2615,11439,10485,1,0,235,4,3,1,159,15,0,0,10,0,0
34,43,13,5,238,4,14,DUO,BOT,13,3187252065,EUW1,420,8,1954,1495050993613,7.10.187.9675,13,0,3020,1058,3198,3102,1052,1026,3340,2,8,2,0,1,0,504,0,0,0,0,0,185302,166671,16867,1763,0,18229,17925,28,275,1525,1,14616,3801,1724,15,0,20585,6850,11119,2615,11439,10485,1,0,235,4,3,1,159,15,0,0,10,0,0
35,44,13,6,18,4,7,DUO_CARRY,BOT,13,3187252065,EUW1,420,8,1954,1495050993613,7.10.187.9675,13,0,3020,1058,3198,3102,1052,1026,3340,2,8,2,0,1,0,504,0,0,0,0,0,185302,166671,16867,1763,0,18229,17925,28,275,1525,1,14616,3801,1724,15,0,20585,6850,11119,2615,11439,10485,1,0,235,4,3,1,159,15,0,0,10,0,0
36,45,13,7,79,4,12,SOLO,TOP,13,3187252065,EUW1,420,8,1954,1495050993613,7.10.187.9675,13,0,3020,1058,3198,3102,1052,1026,3340,2,8,2,0,1,0,504,0,0,0,0,0,185302,166671,16867,1763,0,18229,17925,28,275,1525,1,14616,3801,1724,15,0,20585,6850,11119,2615,11439,10485,1,0,235,4,3,1,159,15,0,0,10,0,0
37,46,13,8,11,4,11,NONE,JUNGLE,13,3187252065,EUW1,420,8,1954,1495050993613,7.10.187.9675,13,0,3020,1058,3198,3102,1052,1026,3340,2,8,2,0,1,0,504,0,0,0,0,0,185302,166671,16867,1763,0,18229,17925,28,275,1525,1,14616,3801,1724,15,0,20585,6850,11119,2615,11439,10485,1,0,235,4,3,1,159,15,0,0,10,0,0
38,47,13,9,497,4,3,DUO_SUPPORT,BOT,13,3187252065,EUW1,420,8,1954,1495050993613,7.10.187.9675,13,0,3020,1058,3198,3102,1052,1026,3340,2,8,2,0,1,0,504,0,0,0,0,0,185302,166671,16867,1763,0,18229,17925,28,275,1525,1,14616,3801,1724,15,0,20585,6850,11119,2615,11439,10485,1,0,235,4,3,1,159,15,0,0,10,0,0
39,48,13,10,127,4,14,SOLO,MID,13,3187252065,EUW1,420,8,1954,1495050993613,7.10.187.9675,13,0,3020,1058,3198,3102,1052,1026,3340,2,8,2,0,1,0,504,0,0,0,0,0,185302,166671,16867,1763,0,18229,17925,28,275,1525,1,14616,3801,1724,15,0,20585,6850,11119,2615,11439,10485,1,0,235,4,3,1,159,15,0,0,10,0,0
40,49,14,1,61,12,4,SOLO,MID,14,3187201038,EUW1,420,8,2067,1495047893400,7.10.187.9675,14,1,1400,3111,3078,3742,1033,3067,3340,3,3,9,2,1,1,713,0,0,0,0,0,148791,29447,107327,12015,0,10587,1663,7591,1332,10333,1,28569,16739,1180,18,0,22708,5293,16952,462,11885,11758,1,0,28,111,81,30,808,16,0,0,8,2,0
41,50,14,2,6,12,4,SOLO,TOP,14,3187201038,EUW1,420,8,2067,1495047893400,7.10.187.9675,14,1,1400,3111,3078,3742,1033,3067,3340,3,3,9,2,1,1,713,0,0,0,0,0,148791,29447,107327,12015,0,10587,1663,7591,1332,10333,1,28569,16739,1180,18,0,22708,5293,16952,462,11885,11758,1,0,28,111,81,30,808,16,0,0,8,2,0
42,51,14,3,62,4,11,NONE,JUNGLE,14,3187201038,EUW1,420,8,2067,1495047893400,7.10.187.9675,14,1,1400,3111,3078,3742,1033,3067,3340,3,3,9,2,1,1,713,0,0,0,0,0,148791,29447,107327,12015,0,10587,1663,7591,1332,10333,1,28569,16739,1180,18,0,22708,5293,16952,462,11885,11758,1,0,28,111,81,30,808,16,0,0,8,2,0
43,52,14,4,51,4,7,DUO_CARRY,BOT,14,3187201038,EUW1,420,8,2067,1495047893400,7.10.187.9675,14,1,1400,3111,3078,3742,1033,3067,3340,3,3,9,2,1,1,713,0,0,0,0,0,148791,29447,107327,12015,0,10587,1663,7591,1332,10333,1,28569,16739,1180,18,0,22708,5293,16952,462,11885,11758,1,0,28,111,81,30,808,16,0,0,8,2,0
44,53,14,5,154,14,4,DUO_SUPPORT,BOT,14,3187201038,EUW1,420,8,2067,1495047893400,7.10.187.9675,14,1,1400,3111,3078,3742,1033,3067,3340,3,3,9,2,1,1,713,0,0,0,0,0,148791,29447,107327,12015,0,10587,1663,7591,1332,10333,1,28569,16739,1180,18,0,22708,5293,16952,462,11885,11758,1,0,28,111,81,30,808,16,0,0,8,2,0
45,54,14,6,236,4,7,DUO_CARRY,BOT,14,3187201038,EUW1,420,8,2067,1495047893400,7.10.187.9675,14,1,1400,3111,3078,3742,1033,3067,3340,3,3,9,2,1,1,713,0,0,0,0,0,148791,29447,107327,12015,0,10587,1663,7591,1332,10333,1,28569,16739,1180,18,0,22708,5293,16952,462,11885,11758,1,0,28,111,81,30,808,16,0,0,8,2,0
46,55,14,7,19,4,11,NONE,JUNGLE,14,3187201038,EUW1,420,8,2067,1495047893400,7.10.187.9675,14,1,1400,3111,3078,3742,1033,3067,3340,3,3,9,2,1,1,713,0,0,0,0,0,148791,29447,107327,12015,0,10587,1663,7591,1332,10333,1,28569,16739,1180,18,0,22708,5293,16952,462,11885,11758,1,0,28,111,81,30,808,16,0,0,8,2,0
47,56,14,8,43,4,3,DUO_SUPPORT,BOT,14,3187201038,EUW1,420,8,2067,1495047893400,7.10.187.9675,14,1,1400,3111,3078,3742,1033,3067,3340,3,3,9,2,1,1,713,0,0,0,0,0,148791,29447,107327,12015,0,10587,1663,7591,1332,10333,1,28569,16739,1180,18,0,22708,5293,16952,462,11885,11758,1,0,28,111,81,30,808,16,0,0,8,2,0
48,57,14,9,122,4,12,SOLO,TOP,14,3187201038,EUW1,420,8,2067,1495047893400,7.10.187.9675,14,1,1400,3111,3078,3742,1033,3067,3340,3,3,9,2,1,1,713,0,0,0,0,0,148791,29447,107327,12015,0,10587,1663,7591,1332,10333,1,28569,16739,1180,18,0,22708,5293,16952,462,11885,11758,1,0,28,111,81,30,808,16,0,0,8,2,0
49,58,14,10,25,4,14,SOLO,MID,14,3187201038,EUW1,420,8,2067,1495047893400,7.10.187.9675,14,1,1400,3111,3078,3742,1033,3067,3340,3,3,9,2,1,1,713,0,0,0,0,0,148791,29447,107327,12015,0,10587,1663,7591,1332,10333,1,28569,16739,1180,18,0,22708,5293,16952,462,11885,11758,1,0,28,111,81,30,808,16,0,0,8,2,0
50,59,15,1,21,7,4,DUO_CARRY,BOT,15,3187129136,EUW1,420,8,1593,1495044303031,7.10.187.9675,15,1,3025,3193,3068,3047,1028,3082,3363,4,5,11,2,1,1,549,0,0,0,0,0,130692,118760,11580,351,0,15050,13396,1653,0,1401,1,44919,6156,3119,25,0,21719,2840,15798,3080,12192,11575,2,0,187,6,0,6,179,16,1,0,7,0,0
51,60,15,2,103,14,4,SOLO,MID,15,3187129136,EUW1,420,8,1593,1495044303031,7.10.187.9675,15,1,3025,3193,3068,3047,1028,3082,3363,4,5,11,2,1,1,549,0,0,0,0,0,130692,118760,11580,351,0,15050,13396,1653,0,1401,1,44919,6156,3119,25,0,21719,2840,15798,3080,12192,11575,2,0,187,6,0,6,179,16,1,0,7,0,0
52,61,15,3,19,4,11,NONE,JUNGLE,15,3187129136,EUW1,420,8,1593,1495044303031,7.10.187.9675,15,1,3025,3193,3068,3047,1028,3082,3363,4,5,11,2,1,1,549,0,0,0,0,0,130692,118760,11580,351,0,15050,13396,1653,0,1401,1,44919,6156,3119,25,0,21719,2840,15798,3080,12192,11575,2,0,187,6,0,6,179,16,1,0,7,0,0
53,62,15,4,412,4,3,DUO_SUPPORT,BOT,15,3187129136,EUW1,420,8,1593,1495044303031,7.10.187.9675,15,1,3025,3193,3068,3047,1028,3082,3363,4,5,11,2,1,1,549,0,0,0,0,0,130692,118760,11580,351,0,15050,13396,1653,0,1401,1,44919,6156,3119,25,0,21719,2840,15798,3080,12192,11575,2,0,187,6,0,6,179,16,1,0,7,0,0
54,63,15,5,86,14,4,SOLO,TOP,15,3187129136,EUW1,420,8,1593,1495044303031,7.10.187.9675,15,1,3025,3193,3068,3047,1028,3082,3363,4,5,11,2,1,1,549,0,0,0,0,0,130692,118760,11580,351,0,15050,13396,1653,0,1401,1,44919,6156,3119,25,0,21719,2840,15798,3080,12192,11575,2,0,187,6,0,6,179,16,1,0,7,0,0
55,64,15,6,267,3,4,DUO_SUPPORT,BOT,15,3187129136,EUW1,420,8,1593,1495044303031,7.10.187.9675,15,1,3025,3193,3068,3047,1028,3082,3363,4,5,11,2,1,1,549,0,0,0,0,0,130692,118760,11580,351,0,15050,13396,1653,0,1401,1,44919,6156,3119,25,0,21719,2840,15798,3080,12192,11575,2,0,187,6,0,6,179,16,1,0,7,0,0
56,65,15,7,23,12,4,SOLO,TOP,15,3187129136,EUW1,420,8,1593,1495044303031,7.10.187.9675,15,1,3025,3193,3068,3047,1028,3082,3363,4,5,11,2,1,1,549,0,0,0,0,0,130692,118760,11580,351,0,15050,13396,1653,0,1401,1,44919,6156,3119,25,0,21719,2840,15798,3080,12192,11575,2,0,187,6,0,6,179,16,1,0,7,0,0
57,66,15,8,64,11,4,NONE,JUNGLE,15,3187129136,EUW1,420,8,1593,1495044303031,7.10.187.9675,15,1,3025,3193,3068,3047,1028,3082,3363,4,5,11,2,1,1,549,0,0,0,0,0,130692,118760,11580,351,0,15050,13396,1653,0,1401,1,44919,6156,3119,25,0,21719,2840,15798,3080,12192,11575,2,0,187,6,0,6,179,16,1,0,7,0,0
58,67,15,9,115,4,7,DUO_CARRY,BOT,15,3187129136,EUW1,420,8,1593,1495044303031,7.10.187.9675,15,1,3025,3193,3068,3047,1028,3082,3363,4,5,11,2,1,1,549,0,0,0,0,0,130692,118760,11580,351,0,15050,13396,1653,0,1401,1,44919,6156,3119,25,0,21719,2840,15798,3080,12192,11575,2,0,187,6,0,6,179,16,1,0,7,0,0
59,68,15,10,157,4,12,SOLO,MID,15,3187129136,EUW1,420,8,1593,1495044303031,7.10.187.9675,15,1,3025,3193,3068,3047,1028,3082,3363,4,5,11,2,1,1,549,0,0,0,0,0,130692,118760,11580,351,0,15050,13396,1653,0,1401,1,44919,6156,3119,25,0,21719,2840,15798,3080,12192,11575,2,0,187,6,0,6,179,16,1,0,7,0,0
60,69,16,1,11,11,4,NONE,JUNGLE,16,3187112816,EUW1,420,8,1589,1495042306859,7.10.187.9675,16,1,3135,3165,3089,3020,1058,3136,3340,13,4,8,4,2,4,775,1,0,0,0,0,145731,86725,22692,36313,0,28090,20981,1826,5282,4840,1,8269,19085,8160,12,0,19174,9771,8844,557,14940,13750,3,0,183,6,3,3,48,17,0,0,8,0,0
61,70,16,2,30,4,3,SOLO,MID,16,3187112816,EUW1,420,8,1589,1495042306859,7.10.187.9675,16,1,3135,3165,3089,3020,1058,3136,3340,13,4,8,4,2,4,775,1,0,0,0,0,145731,86725,22692,36313,0,28090,20981,1826,5282,4840,1,8269,19085,8160,12,0,19174,9771,8844,557,14940,13750,3,0,183,6,3,3,48,17,0,0,8,0,0
62,71,16,3,157,4,12,SOLO,TOP,16,3187112816,EUW1,420,8,1589,1495042306859,7.10.187.9675,16,1,3135,3165,3089,3020,1058,3136,3340,13,4,8,4,2,4,775,1,0,0,0,0,145731,86725,22692,36313,0,28090,20981,1826,5282,4840,1,8269,19085,8160,12,0,19174,9771,8844,557,14940,13750,3,0,183,6,3,3,48,17,0,0,8,0,0
63,72,16,4,236,4,7,DUO_CARRY,BOT,16,3187112816,EUW1,420,8,1589,1495042306859,7.10.187.9675,16,1,3135,3165,3089,3020,1058,3136,3340,13,4,8,4,2,4,775,1,0,0,0,0,145731,86725,22692,36313,0,28090,20981,1826,5282,4840,1,8269,19085,8160,12,0,19174,9771,8844,557,14940,13750,3,0,183,6,3,3,48,17,0,0,8,0,0
64,73,16,5,44,3,4,DUO_SUPPORT,BOT,16,3187112816,EUW1,420,8,1589,1495042306859,7.10.187.9675,16,1,3135,3165,3089,3020,1058,3136,3340,13,4,8,4,2,4,775,1,0,0,0,0,145731,86725,22692,36313,0,28090,20981,1826,5282,4840,1,8269,19085,8160,12,0,19174,9771,8844,557,14940,13750,3,0,183,6,3,3,48,17,0,0,8,0,0
65,74,16,6,38,4,14,SOLO,MID,16,3187112816,EUW1,420,8,1589,1495042306859,7.10.187.9675,16,1,3135,3165,3089,3020,1058,3136,3340,13,4,8,4,2,4,775,1,0,0,0,0,145731,86725,22692,36313,0,28090,20981,1826,5282,4840,1,8269,19085,8160,12,0,19174,9771,8844,557,14940,13750,3,0,183,6,3,3,48,17,0,0,8,0,0
66,75,16,7,75,12,4,SOLO,TOP,16,3187112816,EUW1,420,8,1589,1495042306859,7.10.187.9675,16,1,3135,3165,3089,3020,1058,3136,3340,13,4,8,4,2,4,775,1,0,0,0,0,145731,86725,22692,36313,0,28090,20981,1826,5282,4840,1,8269,19085,8160,12,0,19174,9771,8844,557,14940,13750,3,0,183,6,3,3,48,17,0,0,8,0,0
67,76,16,8,89,14,4,DUO_SUPPORT,BOT,16,3187112816,EUW1,420,8,1589,1495042306859,7.10.187.9675,16,1,3135,3165,3089,3020,1058,3136,3340,13,4,8,4,2,4,775,1,0,0,0,0,145731,86725,22692,36313,0,28090,20981,1826,5282,4840,1,8269,19085,8160,12,0,19174,9771,8844,557,14940,13750,3,0,183,6,3,3,48,17,0,0,8,0,0
68,77,16,9,29,7,4,DUO_CARRY,BOT,16,3187112816,EUW1,420,8,1589,1495042306859,7.10.187.9675,16,1,3135,3165,3089,3020,1058,3136,3340,13,4,8,4,2,4,775,1,0,0,0,0,145731,86725,22692,36313,0,28090,20981,1826,5282,4840,1,8269,19085,8160,12,0,19174,9771,8844,557,14940,13750,3,0,183,6,3,3,48,17,0,0,8,0,0
69,78,16,10,19,4,11,NONE,JUNGLE,16,3187112816,EUW1,420,8,1589,1495042306859,7.10.187.9675,16,1,3135,3165,3089,3020,1058,3136,3340,13,4,8,4,2,4,775,1,0,0,0,0,145731,86725,22692,36313,0,28090,20981,1826,5282,4840,1,8269,19085,8160,12,0,19174,9771,8844,557,14940,13750,3,0,183,6,3,3,48,17,0,0,8,0,0
